text,target
"@marnixtfn Ahahahah, hello to you and welcome on twitter ^^ Got the hang of it already?  xx",0
@crazytwism  hubz company was organising ...i had to be there!,0
Goodmorning ,0
Listening to Miley Cyrus Breakout CD ! love it! ,0
"@LilBrownGirlie see most people didn't like deadpool cause it wasn't true to the comics, I'm guessing you like Ryan Reynolds ",0
i jus love doin night shifts...will be done in an hour ,0
Enjoying the heck out of spending time with Amanda.  Do i really have to go back tomorrow?,0
"@jefebarrio it was put on by our neighborhood, so just a little one. Like 25 runners. I got 1st place, with an okay time. I was happy. ",0
@rastin Nope I am in Coquitlam ,0
"@Suzyqbee10  very sweet!!! HAHA. I am like super proud to be a new mom!!! I feel like, i got the PERFECT daughter. And i am a GREAT mom!!!",0
@soaps3 Knighty Knight  ,0
wishing all moms out there a happy mothers day!! especially all the moms in the armed forces ,0
"i`m going to go to my enrollment today. probably arriving FB at 12. text me when you`re there, people ",0
@Quitefrank U KNO U WERE GONNA LAUGH. ,0
"@MedBotJinx (OOC: Now, to pick up with Jinx and Beta where they left off, hmm?  )",0
@SLotH13 ...Happy B'day  ,0
Installing cupcake 1.5 just got it over ATO ,0
Such a great season finale to Dollhouse!  Loved it! Can't wait for season 2!,0
@LexiePixie Cool! Have a super day ,0
"@liz_cheshirecat I think it is going to be a dark red.  It will look red! when the sun hits it, but not so much when it isn't...hopefully ",0
@JohnONolan yeah. it's 8am now. but i've been up since 6am and been at the office since 7... ,0
@abpersonality maybe it's not charging because the outlets are funky due to the fact that there is intense THUNDER AND LIGHTNING!!! ,0
@Joydaily I only show support to my hard working attractive friends with potential ,0
I love when it rains for real in Paris ,0
@lakeffectkid AHHHH let me know before so i can flip from Rules Of Engagment! Thanxxx ,0
@skeletonlights yeah i am ,0
"@CourtneySit so what do they say? My little cousin calls me Dorky because she can't pronounce it, now everyone calls me that ",0
"@VConfections I might take you up on some of those caramel nougats  I will be in Chicago in August, maybe I can pick up some strawberries?",0
hey can you guys recommend some cool iphone apps to me  ? thanxxx,0
@stefantribble Wow you sound wired! Good to know you're hanging out with us vicariously! ,0
"@KevinSpacey seems like you've met our ironic-rock musician Max Pokrovsky at Ivan the Terrible event. Nice guy with weird voice, right? ",0
@mileycyrus I LOVE YOUUU!!!! i really want to meet u u r my role model... and i hate gossips about youu!!!! ,0
My problem is that i cant find guys as attractive as i am ,0
"@lizanadya lol! yea girl, it's a course, and yuppie it's private ;) I'll look up if there's one in Bandung so u're able to join it ",0
@MorpheusSoul I'll be here!!! Soulful music as medicine ,0
@albeitludicrous Where would I find the automatically sign me in button please? ,0
ish leaving for da mall in a minutes ,0
Bye - LEARN ANYTHING ? I Did  http://bit.ly/1AJJGU  Thank You Father - Good Lord Thank You SELAH,0
Going to watch season finale of Lie to me ,0
@Seriouz973 heyy! yuuu welcummm ,0
"@beth_clagg Yes, I am crazy, although I prefer the word &quot;odd&quot;.  I was just thinking that that song has to be sang with a bit of dancing.",0
@lindseyftw come to oly ,0
"@dirtyrawr haha tan bella, y awwww that sounds cute ",0
Tried to go do a little shopping for Israel and every store we went to was closed! Lame! I guess we'll relax at home ,0
@valkyrie19 Thanks for the birthday wishes ,0
Shoot tomorow nite is cinespace...hahahah j/k yeah let's watch star trek again!! ,0
Amazed @ how much work I got done today. That 2 on a Sunday! Caught up on stuff that was pending since April. Was it the coffee or what? ,0
Good day today. Saw stephen then went to big bear with zack. And then dinner with my booger ,0
@ddlovato But i think u didn't changed. You still demetria devonne lovato  And you've not the &quot;big head' no. You're the best !,0
@iAMCHuCKDiZZLe THANKS FOR PLAYIN @JAYROCK SONG U KNOW WE FUCK WITH U..OOH AND U KNOW U WERE MY 1ST FOLLOWER ,0
@Goldele great  - I won't say anything...but I'm sure you know what I'm thinking. I'm a deviate.... but a respectful one!,0
@MFbrian Thanks. I took a pic of my own in that Parking lot on Fig yesterday on way to Staples Center .  MANNYWOOD!!,0
"@joaosantos_ Mr. Higgins, bom dia my sweet. Murphy is so ass kicker. Get ready. ",0
"Im also waiting for Selena's album! I'm soo excited, even though I dont really like her singing, I'll buy it  i support all disney stars!",0
@msonline_uk ram is pretty cheap &amp; easy to upgrade nowadays ,0
is wondering how this twitter thing works ,0
@nickwriter How about just banning the whole day itself?  ,0
hahaha hmmm... that's a tough one....should come see me soon  x,0
"@hotpatooties what a bummer, I was looking forward to that...oh well tomorrow it is  You having a more chilled day today? x",0
#examen09 Succes allemaal..! ,0
i always look forward to #musicmonday! this is great..  im all giddy again. happy monday everyone! ,0
@Nabaishko Thank you  They will do well I am sure of it.  They are fantastic motivated kids ,0
@Georgecraigono haha I LOVE SINGING ABBA IN THE SHOWER! Good on ya ,0
Update: Haskell compiler has been upgraded to version 6.10.1  Happy Programming! ,0
this is confusing ,0
"@OliverPhelps good luck, my friend ",0
Been hunting for the wire grids to build a Cavy Cage for my guinea pigs. No luck! Anyone who can help...HELP! ,0
"Guys....for the ultimate secrets on blogging &amp; money making online, Jason @johncow is the go to guy! Follow him n do visit his site ",0
Hudson is cracking me up this morning. ,0
@iantalbot  ok #1 im a ney yorker NOT a jersey girl ,0
Looks like I'll be spending more time in Chicago the next four years. Son's very excited to go to DePaul. ,0
"@AllyBingham yeah, but i wasn't. i'm sure josh would appreciate an addition to his face, if it's from you  hehe",0
"#mindboggles: When Apple creates proprietary software, it's revolutionary. When anyone else does, it's a #fail.  ",0
There was another grassroots gig thing on last night  this time twas The Wombats  hooray. x,0
@JonathanAB it's my birthday. ,0
"Well so far so good this morning, looking forward to finishing already though. lol.  Roll on my 4 day weekend ",0
"@xxTashyCxx Wanting to follow you, but Twitter's search facility can't find you. LOL. You have a nice smile ",0
@Tripdash whats the plan guys? ,0
@legallb Thank you for the reco! ,0
@tteague Send them to join the MPs - cheaper if we discredit the whole lot of them all together ,0
@SexySus1e hope its the new #Green Day album - 21st Century Breakdown? ,0
thank god!!!! 2morrowss test got cancelled.. now i can peacefully sit n watch the swearing in ceremony.... ,0
"huge good luck to both of you, may you fly tomorrow, I'll be at mile 22 in spirit, and thinking of you as take icy dip in Otley tomorrow ",0
@perthtones thanks lovely... it certainly gets my toes'a tappin'  xx Warm non germie hugs your way x,0
"It's Friday! It's Friday!!! IT'S FRIDAY!!!! So glad, but lots of work to do this weekend ",0
Can't wait for POTC marathon with ,0
@clinek Why thank you Pope Cline ,0
Going shopping with why husband!  ,0
"@terraM WORD! If I can get it, it's MINE. Doesn't matter if you put a lid on it, put it behind a cabinet, or kept it behind a closed door ",0
went to Stoneys last night and had so much fun! Joy this is the going to be a great friendship! I love the way God works!!! ,0
@NiGhT_RaVeN13 i wanna see yours! dailybooth it pleaseeeee ,0
@Hazelbird Just realised I wasn't replying to your tweets LOL  Will do ,0
"VeRy, VeRy, VeRy, VeRy, VeRy, VeRy, VeRy, HaPpY ",0
shit so happy it's it's it's.... just i'm happy ,0
@nathanmills a DTI mug would definitely do LOL ,0
@jamtrivino Thanks friendship! ,0
@RobPattzNews ppl have been saying Michael A. is in italy w/ KS but a friend just saw him @ big boy's in burbank.thought id let you know. ,0
"Maxdamage, MCJ and Sneaky Panda are debating over Twitter abbreviations. It is Tweeting (posting), Tweeps (followers) and Twitter (app). ",0
@ddlovato Demii cant you give us a preview or something like that soon? i really wanna hear it ,0
@eddyizm Why the  ? Would you like a cookie? cookies = ,0
me and Cherise have been to the gym 4 days in a row. i am very proud of us. ,0
@TwistedMacSista Shut up...and good night.  *smooches*,0
Running a hot bath.  ,0
going to bed. rest well my twitter friends ,0
@PnmaB yes! just loaded...thank u ,0
@EmandSamMac hey i thought we were meant to stop you from buying stuff so u can save for Italia! ,0
@_JAYYTEE YUUPPP  ii gotta suitcase for each type ah item yo...(1) Shirts &amp; SOME hoodies..(2) Jeanz (3)Kicks pt.1 &amp; 2,0
@sittinhere_ yes its a big hint.  u are businer than I so let me know your schedule now thru next week ,0
Sitting in the rain but this time happy cos we're in the awesome Daintree rainforest and the suns been shining all day anyway ,0
You may not reply to me! But i supported you on my bloq! www.expressitbritt.blogspot.com -- hope you like it!  yur dope! @MAESTROKNOWS,0
@britneyspears can't wait for your new radar video ,0
search seek and destroy... bug ,0
@justbart  lol ,0
man.. i already miss the blocks of cheese and the bottles of wine...and steak too ,0
@jeffmoo where you goin boo?    AHHHHHHH I've never been outta the country before!  (Mexico doesn't count!),0
@SteviBianca keep quoting Soulja Boy and i WILL block u. Happy Friday ,0
